Orthogroup	Arabidopsis_thaliana	Lotus_japonicus
OG0000258	AT4G15550, AT1G05560, AT1G05530	LotjaGi4g1v0369900
OG0000259	AT4G10270	LotjaGi3g1v0439500_LC, LotjaGi3g1v0439600, LotjaGi3g1v0439700
OG0000260	AT1G07570, AT2G28930	LotjaGi1g1v0091000, LotjaGi6g1v0061100, LotjaGi3g1v0284000
OG0000260	AT2G39660, AT3G55450, AT5G02290	LotjaGi1g1v0580100, LotjaGi3g1v0225500
OG0000261	AT4G27470	LotjaGi3g1v0048100
OG0000261	AT4G03510	LotjaGi3g1v0454700, LotjaGi3g1v0443900, LotjaGi3g1v0444000_LC
OG0000267	AT3G59760, AT2G43750	LotjaGi4g1v0067900
OG0000267	AT4G14880, AT3G04940	LotjaGi5g1v0215200, LotjaGi3g1v0133300
OG0000268	AT1G08810	LotjaGi1g1v0650400
OG0000268	AT3G28910	LotjaGi4g1v0248300, LotjaGi1g1v0502400, LotjaGi2g1v0259300, LotjaGi1g1v0219300
OG0000269	AT4G24430	LotjaGi1g1v0134900, LotjaGi1g1v0415400, LotjaGi1g1v0415600, LotjaGi1g1v0415700
OG0000271	AT4G09600, AT4G09610	LotjaGi4g1v0238000, LotjaGi5g1v0279800_LC
OG0000271	AT2G18420	LotjaGi4g1v0127600, LotjaGi5g1v0005900
OG0000271	AT1G75750	LotjaGi5g1v0005800, LotjaGi1g1v0429000
OG0000272	AT2G22760, AT2G22750, AT4G37850	LotjaGi2g1v0414000, LotjaGi4g1v0043000, LotjaGi6g1v0346200
OG0000273	AT5G48140, AT3G07820, AT3G07830, AT3G07840	LotjaGi6g1v0132200, LotjaGi1g1v0208200, LotjaGi1g1v0208300, LotjaGi1g1v0161100, LotjaGi1g1v0160900, LotjaGi2g1v0191200
OG0000275	AT5G43760, AT1G04220, AT2G26640	LotjaGi6g1v0001200, LotjaGi5g1v0193100, LotjaGi1g1v0387500, LotjaGi4g1v0266000, LotjaGi3g1v0510500
OG0000276	AT1G07920, AT5G60390, AT1G07930, AT1G07940	LotjaGi5g1v0263900
OG0000277	AT5G63500	LotjaGi4g1v0417800, LotjaGi6g1v0102500, LotjaGi4g1v0367400
OG0000278	AT5G55550, AT4G26650	LotjaGi1g1v0021200, LotjaGi6g1v0149600_LC
OG0000278	AT3G07810	LotjaGi6g1v0285100, LotjaGi1g1v0007900
OG0000279	AT5G07010, AT5G07000	LotjaGi3g1v0106800
OG0000280	AT5G06900	LotjaGi5g1v0144400, LotjaGi5g1v0144500, LotjaGi3g1v0337500, LotjaGi5g1v0144600, LotjaGi5g1v0144700, LotjaGi5g1v0144000, LotjaGi0g1v0001900, LotjaGi1g1v0723800
OG0000286	AT3G17130	LotjaGi6g1v0260800, LotjaGi6g1v0260900
OG0000289	AT5G23850, AT3G48980	LotjaGi3g1v0380900, LotjaGi2g1v0142700, LotjaGi2g1v0143000
OG0000290	ATCG01280, ATCG00860	LotjaGiC1v0012700
OG0000291	AT1G14520	LotjaGi3g1v0372900
OG0000291	AT4G26260, AT5G56640	LotjaGi4g1v0443000, LotjaGi2g1v0228200
OG0000292	AT5G40150, AT3G28200	LotjaGi2g1v0251100
OG0000292	AT5G47000, AT4G17690	LotjaGi5g1v0253800
OG0000293	AT3G62560, AT1G09180, AT4G02080, AT1G56330	LotjaGi6g1v0256700
OG0000294	AT2G34790, AT1G30760, AT5G44400, AT5G44390, AT5G44380	LotjaGi6g1v0267900, LotjaGi4g1v0027200
OG0000295	AT2G46400	LotjaGi3g1v0393500
OG0000295	AT4G23810, AT4G11070	LotjaGi1g1v0281800, LotjaGi4g1v0433600
OG0000296	AT1G03890, AT1G03880, AT5G44120, AT4G28520	LotjaGi3g1v0333700, LotjaGi3g1v0333500
OG0000297	AT5G61320, AT1G64950, AT2G12190, AT1G64940, AT1G64930, AT1G64900, AT3G03470	LotjaGi1g1v0386700
OG0000299	AT4G37140	LotjaGi4g1v0110200, LotjaGi4g1v0109900_LC, LotjaGi2g1v0397700
OG0000300	AT4G27130, AT1G54290	LotjaGi3g1v0464100, LotjaGi3g1v0236900, LotjaGi3g1v0149600
OG0000300	AT5G54940	LotjaGi6g1v0159400
OG0000301	AT5G02260, AT3G55500, AT2G37640, AT2G28950, AT2G39700	LotjaGi3g1v0225600, LotjaGi1g1v0580000, LotjaGi2g1v0373800, LotjaGi1g1v0575800, LotjaGi1g1v0089200
OG0000302	AT5G15650, AT3G02230, AT3G08900, AT5G50750	LotjaGi1g1v0210700
OG0000303	AT2G39040	LotjaGi2g1v0336700, LotjaGi2g1v0160200
OG0000308	AT1G17020, AT1G17010, AT4G25300, AT4G25310, AT1G78550	LotjaGi4g1v0354600, LotjaGi2g1v0288400, LotjaGi4g1v0235600, LotjaGi4g1v0235700, LotjaGi4g1v0354700
OG0000309	AT2G02720, AT1G14420	LotjaGi2g1v0308100
OG0000310	AT1G70790, AT2G01540	LotjaGi2g1v0064600
OG0000312	AT3G02100	LotjaGi2g1v0265900, LotjaGi1g1v0512000_LC, LotjaGi1g1v0511900, LotjaGi1g1v0511800, LotjaGi1g1v0511700, LotjaGi2g1v0265700
OG0000313	AT4G19080, AT5G45540, AT5G45480, AT5G45470, AT5G45460, AT5G45530	LotjaGi6g1v0167100
OG0000314	AT2G45340	LotjaGi1g1v0603900
OG0000314	AT5G51560, AT4G22730	LotjaGi4g1v0214000, LotjaGi2g1v0426900
OG0000315	AT4G02900, AT1G11960, AT1G62320, AT4G04340, AT4G22120, AT4G15430, AT3G21620	LotjaGi1g1v0061600
OG0000316	AT4G35670, AT5G27530, AT5G44830, AT5G44840	LotjaGi3g1v0292600, LotjaGi1g1v0635700, LotjaGi6g1v0034500, LotjaGi6g1v0034600, LotjaGi1g1v0302000, LotjaGi1g1v0306000, LotjaGi1g1v0305700
OG0000316	AT5G17200	LotjaGi3g1v0075800, LotjaGi3g1v0075700, LotjaGi3g1v0075900
OG0000318	AT1G22500, AT1G72200	LotjaGi1g1v0341100
OG0000319	AT5G24090	LotjaGi5g1v0294000, LotjaGi5g1v0294200, LotjaGi2g1v0223200, LotjaGi2g1v0297900, LotjaGi1g1v0788000, LotjaGi1g1v0788100
OG0000320	AT3G09390, AT5G02380	LotjaGi3g1v0224500
OG0000321	AT1G76010, AT1G20220	LotjaGi5g1v0003300, LotjaGi1g1v0314600
OG0000328	AT4G27110, AT3G20580	LotjaGi3g1v0237100
OG0000328	AT5G49270, AT3G16860, AT4G16120	LotjaGi2g1v0457900, LotjaGi4g1v0336800
OG0000329	AT4G29340, AT2G19770	LotjaGi2g1v0227300
OG0000330	AT5G03520, AT3G09900, AT5G59840, AT3G46060, AT3G53610	LotjaGi5g1v0356000
OG0000331	AT1G41830, AT1G76160, AT1G21860, AT1G21850, AT4G38420, AT4G28090	LotjaGi3g1v0533100, LotjaGi5g1v0001500, LotjaGi1g1v0433900
OG0000332	AT5G12970, AT1G22610, AT1G51570, AT3G57880	LotjaGi1g1v0724400
OG0000333	AT1G66950, AT2G36380	LotjaGi1g1v0678800, LotjaGi1g1v0678700
OG0000334	AT5G56010, AT5G56030, AT5G56000, AT5G52640	LotjaGi1g1v0013800
OG0000335	AT1G28220, AT2G33750, AT1G28230	LotjaGi1g1v0341600
OG0000336	AT1G07880	LotjaGi2g1v0365400
OG0000336	AT4G11330, AT2G46070, AT4G01370, AT1G01560	LotjaGi4g1v0429600, LotjaGi2g1v0435900
OG0000337	AT1G26480	LotjaGi4g1v0087800, LotjaGi2g1v0295600
OG0000337	AT2G42590	LotjaGi4g1v0377600, LotjaGi3g1v0158300, LotjaGi3g1v0450800
OG0000339	AT3G08510, AT3G55940	LotjaGi1g1v0077600, LotjaGi6g1v0075500
OG0000339	AT2G40116, AT5G58700	LotjaGi6g1v0075400, LotjaGi1g1v0077700, LotjaGi1g1v0120200
OG0000340	AT3G06720, AT4G02150, AT1G09270	LotjaGi4g1v0335700_LC
OG0000340	AT4G16143	LotjaGi6g1v0255500, LotjaGi4g1v0336300, LotjaGi5g1v0228400
OG0000341	AT1G09350, AT1G56600, AT1G60450, AT1G60470, AT2G47180	LotjaGi5g1v0232400, LotjaGi1g1v0749000
OG0000349	AT4G03630	LotjaGi2g1v0442300_LC
OG0000351	AT4G05100	LotjaGi6g1v0339900, LotjaGi4g1v0048000
OG0000351	AT4G28110	LotjaGi3g1v0439100
OG0000352	AT2G44400, AT2G28270, AT2G44380, AT2G44390, AT5G43520, AT2G44370, AT5G40590, AT2G17740	LotjaGi1g1v0726800
OG0000354	AT2G33845, AT1G03810, AT4G28440	LotjaGi3g1v0446700, LotjaGi4g1v0060500
OG0000354	AT1G23750, AT1G10590	LotjaGi2g1v0320300
OG0000355	AT2G18230	LotjaGi2g1v0388000, LotjaGi4g1v0119600
OG0000355	AT4G01480, AT3G53620, AT1G01050, AT2G46860	LotjaGi3g1v0405100, LotjaGi1g1v0797900
OG0000357	AT2G46590, AT3G61850	LotjaGi3g1v0398500
OG0000358	AT1G33080, AT1G33090, AT5G17700, AT3G03620, AT1G33100, AT1G33110	LotjaGi1g1v0651600, LotjaGi1g1v0651400, LotjaGi1g1v0651300, LotjaGi1g1v0651700, LotjaGi1g1v0651800
OG0000362	AT5G40790	LotjaGi2g1v0084400
OG0000362	AT5G50360, AT3G48510, AT5G63350	LotjaGi1g1v0235700
OG0000363	AT5G62430, AT3G47500	LotjaGi4g1v0249900
OG0000363	AT5G39660	LotjaGi2g1v0302300, LotjaGi1g1v0504600, LotjaGi1g1v0220800
OG0000364	AT3G06340, AT5G18750	LotjaGi6g1v0304900_LC, LotjaGi4g1v0347000, LotjaGi6g1v0304800
OG0000364	AT3G04980, AT5G27240	LotjaGi1g1v0776800_LC
OG0000365	AT1G71015	LotjaGi2g1v0061700
OG0000366	AT3G12750, AT1G05300, AT2G32270	LotjaGi1g1v0002600, LotjaGi3g1v0133100, LotjaGi2g1v0340300, LotjaGi2g1v0340200, LotjaGi6g1v0028300
OG0000377	AT5G62260	LotjaGi5g1v0194500
OG0000377	AT4G00200	LotjaGi1g1v0462800, LotjaGi3g1v0432800
OG0000377	AT4G22770, AT4G12080	LotjaGi4g1v0212200
OG0000378	AT5G47910, AT4G25090, AT5G51060, AT1G09090	LotjaGi5g1v0224200
OG0000379	AT2G20470, AT1G03920, AT4G14350, AT3G23310	LotjaGi5g1v0190300, LotjaGi6g1v0004700, LotjaGi1g1v0707500, LotjaGi5g1v0156800
OG0000380	AT4G24660	LotjaGi4g1v0160900, LotjaGi2g1v0326000
OG0000380	AT2G02540, AT1G14440	LotjaGi5g1v0196600_LC, LotjaGi4g1v0002300
OG0000381	AT3G21510, AT1G03430, AT5G39340, AT4G04402, AT3G29350	LotjaGi6g1v0303900, LotjaGi5g1v0217900
OG0000383	AT1G54580, AT1G54630, AT5G27200, AT3G05020	LotjaGi5g1v0217100
OG0000383	AT4G25050	LotjaGi4g1v0420700
OG0000384	AT5G15160, AT1G74500, AT3G47710, AT1G26945, AT3G28857, AT5G39860	LotjaGi2g1v0258100, LotjaGi2g1v0306400, LotjaGi1g1v0217400
OG0000385	AT5G20940, AT5G20950	LotjaGi6g1v0193100
OG0000385	AT5G04885	LotjaGi6g1v0271900, LotjaGi2g1v0098600
OG0000386	AT1G11330, AT1G11350, AT1G11300, AT1G11303	LotjaGi6g1v0342500, LotjaGi6g1v0342300
OG0000387	AT1G10370, AT1G10360	LotjaGi4g1v0178400_LC
OG0000388	AT2G41110, AT2G27030, AT5G21274, AT3G56800, AT5G37780, AT1G66410	LotjaGi1g1v0653000, LotjaGi6g1v0189800
OG0000389	AT4G04480, AT4G22030	LotjaGi4g1v0012400
OG0000390	AT4G39890, AT2G22290, AT5G64990, AT5G10260, AT2G44610	LotjaGi4g1v0191200, LotjaGi4g1v0397000
OG0000391	AT1G10140, AT1G58420	LotjaGi5g1v0034900, LotjaGi1g1v0362400
OG0000392	AT4G04710, AT4G04740, AT4G04720, AT4G21940	LotjaGi1g1v0028900, LotjaGi6g1v0159300
OG0000392	AT1G76040	LotjaGi5g1v0003000
OG0000393	AT2G32905, AT1G05615, AT2G24670, AT2G31460, AT2G32645, AT2G27410, AT2G31420	LotjaGi4g1v0138000, LotjaGi4g1v0137900
OG0000394	AT4G31980, AT5G11290	LotjaGi2g1v0116800_LC, LotjaGi2g1v0117000, LotjaGi2g1v0115100
OG0000395	AT5G65700, AT3G49670	LotjaGi2g1v0413400, LotjaGi3g1v0331800
OG0000395	AT4G20270	LotjaGi1g1v0048000, LotjaGi6g1v0183400
OG0000397	AT1G33240, AT1G76880	LotjaGi5g1v0291000
OG0000398	AT5G13750, AT5G13740, AT3G43790	LotjaGi3g1v0102200
OG0000399	AT3G19690, AT4G33720	LotjaGi6g1v0345200
OG0000400	AT1G59960, AT1G59950	LotjaGi6g1v0206700, LotjaGi5g1v0058500, LotjaGi6g1v0206400, LotjaGi5g1v0058800, LotjaGi6g1v0206500
OG0000401	AT1G72220	LotjaGi1g1v0141600
OG0000401	AT5G10380	LotjaGi4g1v0038400
OG0000401	AT4G33565	LotjaGi4g1v0394000
OG0000402	AT5G40780, AT1G48640, AT1G24400, AT1G67640	LotjaGi6g1v0188300, LotjaGi4g1v0328800
OG0000403	AT5G56510	LotjaGi6g1v0353100
OG0000404	AT5G07830	LotjaGi4g1v0253000, LotjaGi1g1v0191100
OG0000405	AT3G44900, AT5G22900	LotjaGi6g1v0040000_LC, LotjaGi6g1v0186700, LotjaGi6g1v0039000_LC, LotjaGi3g1v0282000
OG0000412	AT4G32090	LotjaGi6g1v0019800, LotjaGi5g1v0135500
OG0000412	AT4G32100, AT4G32105, AT4G32110	LotjaGi4g1v0370200, LotjaGi4g1v0370100, LotjaGi3g1v0089900, LotjaGi4g1v0370300, LotjaGi4g1v0368200, LotjaGi4g1v0368300
OG0000413	AT2G21220, AT4G38860	LotjaGi3g1v0515900
OG0000413	AT1G75580	LotjaGi1g1v0427600
OG0000414	AT2G46500	LotjaGi4g1v0436200
OG0000415	AT3G45710, AT3G45700, AT3G45720, AT3G45690, AT3G45680, AT3G45660, AT3G45650	LotjaGi1g1v0180500
OG0000416	AT1G66650, AT1G66660, AT5G37930, AT5G62800, AT5G37870, AT5G37900, AT5G37910, AT5G37890, AT1G66630, AT1G66610, AT1G66620	LotjaGi6g1v0266200_LC, LotjaGi4g1v0027900
OG0000419	AT1G53890, AT1G53870, AT1G53875, AT3G14260, AT1G63410	LotjaGi3g1v0408400
OG0000420	AT5G07070, AT5G58380	LotjaGi6g1v0104500, LotjaGi1g1v0108000
OG0000421	AT5G59550, AT3G46620	LotjaGi3g1v0285400
OG0000421	AT2G39720	LotjaGi6g1v0063000
OG0000422	AT4G26790, AT2G04570	LotjaGi6g1v0023700, LotjaGi1g1v0068450
OG0000422	AT2G42990	LotjaGi1g1v0068600, LotjaGi6g1v0175800, LotjaGi6g1v0174800
OG0000423	AT2G27710, AT3G44590	LotjaGi2g1v0286700, LotjaGi3g1v0174800, LotjaGi1g1v0678000, LotjaGi5g1v0093000, LotjaGi2g1v0425400
OG0000424	AT5G33340, AT1G64830	LotjaGi6g1v0137200_LC, LotjaGi3g1v0082000, LotjaGi1g1v0744400
OG0000424	AT1G31450, AT2G35615	LotjaGi3g1v0320400, LotjaGi4g1v0199500, LotjaGi3g1v0320700
OG0000425	AT2G33230, AT1G04610, AT5G43890, AT1G04180, AT4G28720	LotjaGi1g1v0701500, LotjaGi5g1v0151000
OG0000426	AT3G21780, AT4G15260, AT4G15280, AT4G15270, AT3G21800, AT3G21790, AT3G21750, AT3G21760	LotjaGi1g1v0003100, LotjaGi1g1v0003600
OG0000427	AT1G12610, AT1G63030	LotjaGi2g1v0431200
OG0000428	AT3G05610, AT5G27870	LotjaGi1g1v0769200, LotjaGi5g1v0198800, LotjaGi3g1v0341300, LotjaGi3g1v0341100_LC, LotjaGi5g1v0226000_LC, LotjaGi1g1v0721300, LotjaGi1g1v0532600
OG0000430	AT3G29785	LotjaGi5g1v0120000, LotjaGi2g1v0361200, LotjaGi1g1v0384800_LC, LotjaGi4g1v0424300_LC, LotjaGi1g1v0380200_LC, LotjaGi4g1v0045400_LC, LotjaGi4g1v0059400_LC, LotjaGi3g1v0222700_LC, LotjaGi1g1v0448700_LC, LotjaGi1g1v0550300_LC, LotjaGi3g1v0015800_LC, LotjaGi2g1v0264600_LC, LotjaGi6g1v0104100_LC, LotjaGi2g1v0395300_LC, LotjaGi4g1v0175700_LC, LotjaGi4g1v0175800_LC, LotjaGi2g1v0226800_LC, LotjaGi2g1v0219800_LC, LotjaGi3g1v0102700_LC, LotjaGi1g1v0107500_LC, LotjaGi1g1v0612800_LC, LotjaGi5g1v0143200_LC, LotjaGi4g1v0189200_LC, LotjaGi3g1v0369600_LC, LotjaGi2g1v0454800_LC, LotjaGi5g1v0088900_LC, LotjaGi5g1v0156200_LC, LotjaGi3g1v0253800_LC, LotjaGi1g1v0187000_LC, LotjaGi1g1v0088700_LC, LotjaGi1g1v0320200_LC, LotjaGi3g1v0227400_LC, LotjaGi4g1v0172000_LC
OG0000431	AT4G10290, AT4G10280	LotjaGi2g1v0162700_LC
OG0000431	AT4G10300	LotjaGi5g1v0195300
OG0000431	AT4G28703	LotjaGi1g1v0702200
OG0000431	AT3G04300	LotjaGi5g1v0206000
OG0000432	AT2G18560, AT2G18570	LotjaGi3g1v0046700, LotjaGi3g1v0061300
OG0000432	AT5G66690, AT5G26310, AT3G50740	LotjaGi3g1v0205600, LotjaGi2g1v0393600
OG0000433	AT4G12320, AT4G12310, AT4G12300	LotjaGi4g1v0216400, LotjaGi4g1v0216100, LotjaGi4g1v0215100
OG0000434	AT5G11670, AT5G25880, AT1G79750, AT2G19900	LotjaGi3g1v0021200, LotjaGi3g1v0371000, LotjaGi1g1v0408700, LotjaGi4g1v0445900
OG0000435	AT3G17760	LotjaGi2g1v0185300
OG0000435	AT1G65960, AT2G02000, AT2G02010, AT5G17330	LotjaGi1g1v0099000, LotjaGi6g1v0052700
OG0000447	AT3G56070	LotjaGi1g1v0785800
OG0000447	AT4G38740, AT4G34870, AT2G16600, AT2G21130	LotjaGi1g1v0560400, LotjaGi3g1v0530900, LotjaGi3g1v0530700
OG0000449	AT3G09990, AT4G05130, AT4G05110, AT4G05120, AT4G05140	LotjaGi3g1v0438700, LotjaGi6g1v0341200, LotjaGi3g1v0460100, LotjaGi3g1v0438800
OG0000450	AT2G22830, AT4G37760, AT1G58440	LotjaGi5g1v0037500, LotjaGi1g1v0363700, LotjaGi6g1v0345900, LotjaGi6g1v0345600, LotjaGi4g1v0043300, LotjaGi4g1v0043600
OG0000451	AT2G28350, AT4G30080	LotjaGi2g1v0358900, LotjaGi5g1v0078700, LotjaGi1g1v0691000, LotjaGi3g1v0163700
OG0000452	AT5G04530	LotjaGi5g1v0358700
OG0000453	AT3G04620	LotjaGi5g1v0211400
OG0000453	AT1G29250, AT2G34160	LotjaGi3g1v0358000, LotjaGi3g1v0010700
OG0000454	AT5G11130, AT5G33290, AT5G20260, AT3G42180	LotjaGi4g1v0276800, LotjaGi4g1v0276850, LotjaGi4g1v0277000
OG0000455	AT5G13820, AT3G12560	LotjaGi6g1v0062100
OG0000455	AT1G07540, AT3G46590, AT5G59430	LotjaGi1g1v0576200, LotjaGi2g1v0374400
OG0000456	AT1G66760, AT1G64820, AT1G66780	LotjaGi1g1v0545600
OG0000458	AT4G23490, AT5G41460, AT4G11350	LotjaGi1g1v0479800, LotjaGi3g1v0386100, LotjaGi2g1v0435600, LotjaGi4g1v0429400
OG0000458	AT1G07850	LotjaGi2g1v0365800, LotjaGi3g1v0275500
OG0000459	AT1G22490, AT1G72210	LotjaGi1g1v0340900
OG0000460	AT1G78440	LotjaGi4g1v0022600, LotjaGi6g1v0309500
OG0000461	AT2G39350, AT5G13580, AT3G53510, AT2G37360, AT3G55090	LotjaGi1g1v0696000, LotjaGi5g1v0359700
OG0000463	AT1G63090, AT1G12710	LotjaGi2g1v0431600, LotjaGi4g1v0220500
OG0000463	AT3G61060	LotjaGi3g1v0376400, LotjaGi2g1v0148800, LotjaGi5g1v0304100
OG0000465	AT1G34070, AT5G48050	LotjaGi5g1v0171700_LC, LotjaGi1g1v0090300_LC, LotjaGi4g1v0304600_LC, LotjaGi1g1v0128200_LC, LotjaGi3g1v0316500_LC, LotjaGi4g1v0394400, LotjaGi6g1v0096400_LC, LotjaGi3g1v0242400_LC, LotjaGi5g1v0337800_LC, LotjaGi1g1v0669000_LC, LotjaGi4g1v0118600, LotjaGi2g1v0066900_LC, LotjaGi4g1v0220200_LC, LotjaGi5g1v0103300_LC, LotjaGi5g1v0007300_LC, LotjaGi1g1v0227000_LC, LotjaGi6g1v0088300_LC, LotjaGi5g1v0014900_LC, LotjaGi3g1v0253700_LC, LotjaGi5g1v0109400, LotjaGi2g1v0290200_LC, LotjaGi3g1v0037000_LC
OG0000466	AT5G24860, AT5G10625	LotjaGi5g1v0065100
OG0000467	AT1G67750, AT4G24780, AT5G63180, AT5G55720, AT3G27400	LotjaGi4g1v0225600, LotjaGi2g1v0079900, LotjaGi1g1v0230700, LotjaGi6g1v0097000, LotjaGi6g1v0096900
OG0000468	AT3G61260, AT2G45820	LotjaGi3g1v0380700
OG0000468	AT5G23750, AT3G48940	LotjaGi5g1v0301500
OG0000469	AT2G17220	LotjaGi1g1v0001300
OG0000469	AT4G35600	LotjaGi4g1v0136100
OG0000469	AT1G76360	LotjaGi1g1v0436500
OG0000470	AT1G55560, AT3G13400	LotjaGi6g1v0024600
OG0000471	AT4G27740	LotjaGi3g1v0260900
OG0000471	AT4G27745	LotjaGi1g1v0290300
OG0000472	AT4G11880, AT4G22950	LotjaGi4g1v0217700
OG0000472	AT2G45660	LotjaGi3g1v0374400
OG0000474	AT5G11970	LotjaGi1g1v0368400
OG0000476	AT2G04032	LotjaGi2g1v0287600
OG0000476	AT1G31260, AT4G19690, AT4G19680	LotjaGi4g1v0229000, LotjaGi4g1v0228800
OG0000477	AT3G57510, AT2G41850	LotjaGi0g1v0000500, LotjaGi1g1v0719600
OG0000477	AT3G07970	LotjaGi3g1v0122200, LotjaGi1g1v0048800, LotjaGi1g1v0639300
OG0000479	AT3G22910, AT3G63380	LotjaGi2g1v0060200
OG0000480	AT3G22600, AT4G14815	LotjaGi2g1v0452500, LotjaGi5g1v0312500
OG0000481	AT3G16520	LotjaGi3g1v0330500, LotjaGi2g1v0139100
OG0000483	AT5G20230	LotjaGi4g1v0273200, LotjaGi4g1v0272800, LotjaGi4g1v0273100, LotjaGi4g1v0272900
OG0000492	AT5G04870, AT3G10660	LotjaGi6g1v0015700
OG0000492	AT2G38910	LotjaGi5g1v0108700
OG0000493	AT2G44440	LotjaGi3g1v0126000, LotjaGi6g1v0214400, LotjaGi3g1v0125800, LotjaGi3g1v0057000
OG0000493	AT5G13020, AT3G12140, AT5G06780	LotjaGi5g1v0141300
OG0000494	AT1G21150, AT5G07900	LotjaGi6g1v0185500, LotjaGi6g1v0185600
OG0000495	AT2G26695	LotjaGi4g1v0268400
OG0000495	AT5G25490, AT3G15680	LotjaGi3g1v0358900, LotjaGi6g1v0054500, LotjaGi1g1v0385700
OG0000496	AT5G46940, AT5G46930, AT5G46960, AT5G46950, AT5G46980, AT1G54620, AT5G46990, AT5G46970	LotjaGi3g1v0072200, LotjaGi4g1v0191500
OG0000497	AT3G51070	LotjaGi4g1v0123000, LotjaGi2g1v0386500
OG0000497	AT5G64030	LotjaGi4g1v0410400, LotjaGi1g1v0321100
OG0000498	AT3G61310, AT2G45850	LotjaGi3g1v0382100, LotjaGi3g1v0382200
OG0000498	AT1G63470, AT1G63480	LotjaGi2g1v0433700, LotjaGi4g1v0425400
OG0000499	AT5G15490, AT1G26570, AT5G39320, AT3G29360	LotjaGi2g1v0296100, LotjaGi4g1v0088200, LotjaGi2g1v0265300, LotjaGi1g1v0509800
OG0000500	AT5G15210, AT5G60480, AT1G69600, AT3G28920, AT5G39760	LotjaGi1g1v0502600, LotjaGi2g1v0259400
OG0000501	AT5G25360, AT4G32342	LotjaGi5g1v0060300
OG0000501	AT3G15770, AT1G15350	LotjaGi3g1v0356900, LotjaGi3g1v0009000, LotjaGi1g1v0383900
OG0000503	AT4G15800	LotjaGi1g1v0770800
OG0000503	AT1G02900, AT3G05490, AT3G16570	LotjaGi5g1v0224600
OG0000504	AT3G62150, AT1G02530, AT1G02520, AT4G01820, AT4G01830, AT2G47000	LotjaGi5g1v0238400, LotjaGi3g1v0398300, LotjaGi1g1v0754800, LotjaGi4g1v0315100, LotjaGi4g1v0314400, LotjaGi4g1v0314600_LC, LotjaGi4g1v0314900, LotjaGi4g1v0314700, LotjaGi4g1v0315000
OG0000505	AT1G49290, AT5G13620	LotjaGi4g1v0324900
OG0000505	AT5G24355, AT1G64870, AT5G11220, AT3G45200	LotjaGi4g1v0085000, LotjaGi4g1v0073900_LC
OG0000506	AT2G18700	LotjaGi4g1v0164200, LotjaGi2g1v0318700, LotjaGi1g1v0182400, LotjaGi4g1v0295200
OG0000507	AT5G44210	LotjaGi3g1v0451700
OG0000507	AT1G53170, AT3G15210	LotjaGi3g1v0156000
OG0000508	AT3G54000	LotjaGi3g1v0220900, LotjaGi1g1v0575600
OG0000508	AT2G39870	LotjaGi6g1v0068500, LotjaGi1g1v0083700
OG0000509	AT5G40750, AT3G49480, AT3G53550, AT5G52460, AT5G44850, AT1G05080, AT1G22000, AT1G26890, AT3G10750	LotjaGi1g1v0451700_LC
OG0000510	AT3G25160, AT1G19970, AT2G21190, AT4G38790, AT1G75760	LotjaGi3g1v0532400, LotjaGi1g1v0429100
OG0000513	AT5G17540	LotjaGi5g1v0203000, LotjaGi3g1v0227000, LotjaGi3g1v0227200, LotjaGi3g1v0233700, LotjaGi1g1v0123800
OG0000514	AT3G24550	LotjaGi2g1v0217400
OG0000514	AT3G18810, AT4G34440	LotjaGi2g1v0391000, LotjaGi4g1v0116200, LotjaGi1g1v0570600
OG0000516	AT1G01100, AT5G47700, AT4G00810	LotjaGi1g1v0796600, LotjaGi1g1v0295700
OG0000518	AT2G22590	LotjaGi4g1v0173600
OG0000518	AT5G65550	LotjaGi1g1v0038700_LC, LotjaGi6g1v0355050, LotjaGi6g1v0355000
OG0000519	AT5G56630, AT4G29220, AT4G26270, AT4G32840	LotjaGi4g1v0443300, LotjaGi2g1v0227800, LotjaGi3g1v0022100, LotjaGi1g1v0409800
OG0000520	AT5G62740, AT3G01290, AT1G69840	LotjaGi2g1v0256400, LotjaGi2g1v0308300, LotjaGi2g1v0308400
OG0000521	AT3G23220	LotjaGi5g1v0184300, LotjaGi1g1v0710200
OG0000522	AT1G46768	LotjaGi5g1v0026800, LotjaGi1g1v0357000
OG0000522	AT4G06746	LotjaGi2g1v0403800, LotjaGi4g1v0102500
OG0000523	AT1G72230, AT1G22480	LotjaGi1g1v0340500
OG0000523	AT2G44790	LotjaGi3g1v0068000
OG0000524	AT4G14560, AT1G04240, AT5G43700	LotjaGi5g1v0192400, LotjaGi1g1v0713900, LotjaGi5g1v0174700
OG0000525	AT2G27550	LotjaGi3g1v0176000
OG0000525	AT5G03840	LotjaGi1g1v0676500
OG0000525	AT5G62040	LotjaGi2g1v0146400
OG0000526	AT3G01680	LotjaGi1g1v0614900
OG0000534	AT1G47610	LotjaGi2g1v0397200
OG0000534	AT2G26490	LotjaGi5g1v0021600
OG0000535	AT1G22370, AT1G22400, AT1G22380, AT1G22340, AT1G22360	LotjaGi1g1v0143400
OG0000536	AT2G44590, AT1G14830, AT3G60190	LotjaGi3g1v0073000, LotjaGi4g1v0191000
OG0000537	AT2G39210	LotjaGi1g1v0686600
OG0000538	AT5G54960, AT4G33070, AT5G01330, AT5G01320	LotjaGi3g1v0195000, LotjaGi6g1v0324800, LotjaGi1g1v0443800
